CVE-ID,NVD-Link,Description,Vendor,Software,Severity,CWE-ID,Protocol,ChatGPT_Response
CVE-2020-25682,CVE-2020-25682,"A flaw was found in dnsmasq before 2.83. A buffer overflow vulnerability was discovered in the way dnsmasq extract names from DNS packets before validating them with DNSSEC data. An attacker on the network, who can create valid DNS replies, could use this flaw to cause an overflow with arbitrary data in a heap-allocated memory, possibly executing code on the machine. The flaw is in the rfc1035.c:extract_name() function, which writes data to the memory pointed by name assuming MAXDNAME*2 bytes are available in the buffer. However, in some code execution paths, it is possible extract_name() gets passed an offset from the base buffer, thus reducing, in practice, the number of available bytes that can be written in the buffer. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.","thekelleys, fedoraproject, debian","debian_linux, fedora, dnsmasq",HIGH,CWE-122,DNS,DNS
CVE-2021-33193,CVE-2021-33193,"A crafted method sent through HTTP/2 will bypass validation and be forwarded by mod_proxy, which can lead to request splitting or cache poisoning. This issue affects Apache HTTP Server 2.4.17 to 2.4.48.","oracle, fedoraproject, tenable, apache","http_server, secure_backup, zfs_storage_appliance_kit, fedora, tenable.sc",HIGH,NVD-CWE-Other,None,none
CVE-2018-19978,CVE-2018-19978,A buffer overflow vulnerability in the DHCP and PPPOE configuration interface of the Auerswald COMfort 1200 IP phone 3.4.4.1-10589 allows a remote attacker (authenticated as simple user in the same network as the device) to trigger remote code execution via a POST request (ManufacturerName parameter) to the web server on the device. The web server is running with root privileges and the injected code will also run with root privileges.,auerswald,"comfortel_1200_ip, comfortel_1200_ip_firmware",HIGH,CWE-119,DHCP,DHCP
CVE-2006-0475,CVE-2006-0475,"PHP-Ping 1.3 does not properly validate ping counts, which allows remote attackers to cause a denial of service (ping flood) via a negative count parameter.",theworldsend.net,php-ping,MEDIUM,NVD-CWE-Other,ICMP,none
CVE-2012-5363,CVE-2012-5363,"The IPv6 implementation in FreeBSD and NetBSD (unknown versions, year 2012 and earlier) allows remote attackers to cause a denial of service via a flood of ICMPv6 Neighbor Solicitation messages, a different vulnerability than CVE-2011-2393.","freebsd, netbsd","freebsd, netbsd",HIGH,CWE-400,ICMP,ICMP
CVE-2010-0239,CVE-2010-0239,"The TCP/IP implementation in Microsoft Windows Vista Gold, SP1, and SP2 and Server 2008 Gold and SP2, when IPv6 is enabled, does not properly perform bounds checking on ICMPv6 Router Advertisement packets, which allows remote attackers to execute arbitrary code via crafted packets, aka ""ICMPv6 Router Advertisement Vulnerability.""",microsoft,"windows_server_2008, windows_vista",HIGH,CWE-94,ICMP,ICMP
CVE-2019-10639,CVE-2019-10639,"The Linux kernel 4.x (starting from 4.1) and 5.x before 5.0.8 allows Information Exposure (partial kernel address disclosure), leading to a KASLR bypass. Specifically, it is possible to extract the KASLR kernel image offset using the IP ID values the kernel produces for connection-less protocols (e.g., UDP and ICMP). When such traffic is sent to multiple destination IP addresses, it is possible to obtain hash collisions (of indices to the counter array) and thereby obtain the hashing key (via enumeration). This key contains enough bits from a kernel address (of a static variable) so when the key is extracted (via enumeration), the offset of the kernel image is exposed. This attack can be carried out remotely, by the attacker forcing the target device to send UDP or ICMP (or certain other) traffic to attacker-controlled IP addresses. Forcing a server to send UDP traffic is trivial if the server is a DNS server. ICMP traffic is trivial if the server answers ICMP Echo requests (ping). For client targets, if the target visits the attacker's web page, then WebRTC or gQUIC can be used to force UDP traffic to attacker-controlled IP addresses. NOTE: this attack against KASLR became viable in 4.1 because IP ID generation was changed to have a dependency on an address associated with a network namespace.",linux,linux_kernel,HIGH,CWE-326,ICMP,"ICMP, UDP"
CVE-2017-1000397,CVE-2017-1000397,"Jenkins Maven Plugin 2.17 and earlier bundled a version of the commons-httpclient library with the vulnerability CVE-2012-6153 that incorrectly verified SSL certificates, making it susceptible to man-in-the-middle attacks. Maven Plugin 3.0 no longer has a dependency on commons-httpclient.",jenkins,maven,MEDIUM,CWE-20,None,SSL
CVE-2015-1852,CVE-2015-1852,"The s3_token middleware in OpenStack keystonemiddleware before 1.6.0 and python-keystoneclient before 1.4.0 disables certification verification when the ""insecure"" option is set in a paste configuration (paste.ini) file regardless of the value, which allows remote attackers to conduct man-in-the-middle attacks via a crafted certificate, a different vulnerability than CVE-2014-7144.","canonical, openstack","keystonemiddleware, ubuntu_linux, python-keystoneclient",MEDIUM,CWE-17,None,none
CVE-2011-2059,CVE-2011-2059,"The ipv6 component in Cisco IOS before 15.1(4)M1.3 allows remote attackers to conduct fingerprinting attacks and obtain potentially sensitive information about the presence of the IOS operating system via an ICMPv6 Echo Request packet containing a Hop-by-Hop (HBH) extension header (EH) with a 0x0c01050c value in the PadN option data, aka Bug ID CSCtq02219.",cisco,ios,MEDIUM,CWE-200,ICMP,ICMP
CVE-2011-4012,CVE-2011-4012,"Cisco IOS 12.0, 15.0, and 15.1, when a Policy Feature Card 3C (PFC3C) is used, does not create a fragment entry during processing of an ICMPv6 ACL, which has unspecified impact and remote attack vectors, aka Bug ID CSCtj90091.",cisco,ios,HIGH,NVD-CWE-Other,ICMP,ICMP
CVE-2002-2315,CVE-2002-2315,"Cisco IOS 11.2.x and 12.0.x does not limit the size of its redirect table, which allows remote attackers to cause a denial of service (memory consumption) via spoofed ICMP redirect packets to the router.",cisco,ios,HIGH,NVD-CWE-Other,ICMP,ICMP
CVE-2000-0619,CVE-2000-0619,Top Layer AppSwitch 2500 allows remote attackers to cause a denial of service via malformed ICMP packets.,toplayer,appswitch,MEDIUM,NVD-CWE-Other,ICMP,ICMP
CVE-2021-32019,CVE-2021-32019,"There is missing input validation of host names displayed in OpenWrt before 19.07.8. The Connection Status page of the luci web-interface allows XSS, which can be used to gain full control over the affected system via ICMP.",openwrt,openwrt,MEDIUM,CWE-79,ICMP,ICMP
CVE-2020-1646,CVE-2020-1646,"On Juniper Networks Junos OS and Junos OS Evolved devices, processing a specific UPDATE for an EBGP peer can lead to a routing process daemon (RPD) crash and restart. This issue occurs only when the device is receiving and processing the BGP UPDATE for an EBGP peer. This issue does not occur when the device is receiving and processing the BGP UPDATE for an IBGP peer. However, the offending BGP UPDATE can originally come from an EBGP peer, propagates through the network via IBGP peers without causing crash, then it causes RPD crash when it is processed for a BGP UPDATE towards an EBGP peer. Repeated receipt and processing of the same specific BGP UPDATE can result in an extended Denial of Service (DoS) condition. This issue affects: Juniper Networks Junos OS: 17.3R3-S6, 17.4R2-S7, and 18.1R3-S7. Juniper Networks Junos OS Evolved 19.2R2-EVO and later versions, prior to 19.3R1-EVO. Other Junos OS releases are not affected.",juniper,"junos, junos_os_evolved",HIGH,CWE-20,BGP,BGP
CVE-2009-2518,CVE-2009-2518,"Integer overflow in GDI+ in Microsoft Office XP SP3 allows remote attackers to execute arbitrary code via an Office document with a bitmap (aka BMP) image that triggers memory corruption, aka ""Office BMP Integer Overflow Vulnerability.""",microsoft,office,HIGH,CWE-189,None,none
CVE-2010-3035,CVE-2010-3035,"Cisco IOS XR 3.4.0 through 3.9.1, when BGP is enabled, does not properly handle unrecognized transitive attributes, which allows remote attackers to cause a denial of service (peering reset) via a crafted prefix announcement, as demonstrated in the wild in August 2010 with attribute type code 99, aka Bug ID CSCti62211.",cisco,ios_xr,MEDIUM,CWE-20,BGP,BGP
CVE-2013-3989,CVE-2013-3989,"IBM Security AppScan Enterprise 8.x before 8.8 sends a cleartext AppScan Source database password in a response, which allows remote authenticated users to obtain sensitive information, and subsequently conduct man-in-the-middle attacks, by examining the response content.",ibm,security_appscan,LOW,CWE-310,None,none
CVE-2016-10728,CVE-2016-10728,"An issue was discovered in Suricata before 3.1.2. If an ICMPv4 error packet is received as the first packet on a flow in the to_client direction, it confuses the rule grouping lookup logic. The toclient inspection will then continue with the wrong rule group. This can lead to missed detection.",suricata-ids,suricata,MEDIUM,CWE-20,ICMP,ICMP
CVE-2020-15802,CVE-2020-15802,"Devices supporting Bluetooth before 5.1 may allow man-in-the-middle attacks, aka BLURtooth. Cross Transport Key Derivation in Bluetooth Core Specification v4.2 and v5.0 may permit an unauthenticated user to establish a bonding with one transport, either LE or BR/EDR, and replace a bonding already established on the opposing transport, BR/EDR or LE, potentially overwriting an authenticated key with an unauthenticated key, or a key with greater entropy with one with less.",bluetooth,bluetooth_core_specification,MEDIUM,CWE-287,None,none
CVE-2019-1748,CVE-2019-1748,"A vulnerability in the Cisco Network Plug-and-Play (PnP) agent of Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to gain unauthorized access to sensitive data. The vulnerability exists because the affected software insufficiently validates certificates. An attacker could exploit this vulnerability by supplying a crafted certificate to an affected device. A successful exploit could allow the attacker to conduct man-in-the-middle attacks to decrypt and modify confidential information on user connections to the affected software.",cisco,"ios, ios_xe",HIGH,CWE-295,None,none
CVE-2010-4526,CVE-2010-4526,"Race condition in the sctp_icmp_proto_unreachable function in net/sctp/input.c in Linux kernel 2.6.11-rc2 through 2.6.33 allows remote attackers to cause a denial of service (panic) via an ICMP unreachable message to a socket that is already locked by a user, which causes the socket to be freed and triggers list corruption, related to the sctp_wait_for_connect function.","redhat, linux, vmware","enterprise_mrg, esx, linux_kernel",HIGH,CWE-362,ICMP,ICMP
CVE-2007-0480,CVE-2007-0480,"Cisco IOS 9.x, 10.x, 11.x, and 12.x and IOS XR 2.0.x, 3.0.x, and 3.2.x allows remote attackers to cause a denial of service or execute arbitrary code via a crafted IP option in the IP header in a (1) ICMP, (2) PIMv2, (3) PGM, or (4) URD packet.",cisco,ios_transmission_control_protocol,HIGH,NVD-CWE-Other,ICMP,ICMP
CVE-2019-15989,CVE-2019-15989,"A vulnerability in the implementation of the Border Gateway Protocol (BGP) functionality in Cisco IOS XR Software could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition. The vulnerability is due to incorrect processing of a BGP update message that contains a specific BGP attribute. An attacker could exploit this vulnerability by sending BGP update messages that include a specific, malformed attribute to be processed by an affected system. A successful exploit could allow the attacker to cause the BGP process to restart unexpectedly, resulting in a DoS condition. The Cisco implementation of BGP accepts incoming BGP traffic only from explicitly defined peers. To exploit this vulnerability, the malicious BGP update message would need to come from a configured, valid BGP peer or would need to be injected by the attacker into the victim&rsquo;s BGP network on an existing, valid TCP connection to a BGP peer.",cisco,"asr_9001, asr_9906, ncs_5516, crs, ncs_5508, ncs_1001, ncs_6000, ncs_5501, ncs_5001, asr_9910, ncs_560, ios_xr, ncs_1002, asr_9901, ncs_5502-se, ncs_1004, ncs_5501-se, ncs_5502, asr_9904, asr_9006, asr_9912, asr_9922, asr_9000v, asr_9010, ncs_540, ncs_540l, xrv_9000, ncs_5002",HIGH,CWE-754,BGP,BGP
CVE-2001-0752,CVE-2001-0752,Cisco CBOS 2.3.8 and earlier allows remote attackers to cause a denial of service via an ICMP ECHO REQUEST (ping) with the IP Record Route option set.,cisco,cbos,MEDIUM,NVD-CWE-Other,ICMP,ICMP
CVE-2021-40114,CVE-2021-40114,"Multiple Cisco products are affected by a vulnerability in the way the Snort detection engine processes ICMP traffic that could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition on an affected device. The vulnerability is due to improper memory resource management while the Snort detection engine is processing ICMP packets. An attacker could exploit this vulnerability by sending a series of ICMP packets through an affected device. A successful exploit could allow the attacker to exhaust resources on the affected device, causing the device to reload.","cisco, snort","firepower_management_center, firepower_threat_defense, snort, unified_threat_defense",HIGH,CWE-401,ICMP,ICMP
CVE-2020-27184,CVE-2020-27184,"The NPort IA5000A Series devices use Telnet as one of the network device management services. Telnet does not support the encryption of client-server communications, making it vulnerable to Man-in-the-Middle attacks.",moxa,"nport_ia5250a_firmware, nport_ia5150a_firmware, nport_ia5450a_firmware, nport_ia5150a, nport_ia5250a, nport_ia5450a",MEDIUM,CWE-326,None,none
CVE-2021-31346,CVE-2021-31346,"A vulnerability has been identified in APOGEE MBC (PPC) (BACnet) (All versions), APOGEE MBC (PPC) (P2 Ethernet) (All versions), APOGEE MEC (PPC) (BACnet) (All versions), APOGEE MEC (PPC) (P2 Ethernet) (All versions), APOGEE PXC Compact (BACnet) (All versions), APOGEE PXC Compact (P2 Ethernet) (All versions), APOGEE PXC Modular (BACnet) (All versions), APOGEE PXC Modular (P2 Ethernet) (All versions), Capital VSTAR (All versions with enabled Ethernet options), Desigo PXC00-E.D (All versions >= V2.3), Desigo PXC00-U (All versions >= V2.3), Desigo PXC001-E.D (All versions >= V2.3), Desigo PXC100-E.D (All versions >= V2.3), Desigo PXC12-E.D (All versions >= V2.3), Desigo PXC128-U (All versions >= V2.3), Desigo PXC200-E.D (All versions >= V2.3), Desigo PXC22-E.D (All versions >= V2.3), Desigo PXC22.1-E.D (All versions >= V2.3), Desigo PXC36.1-E.D (All versions >= V2.3), Desigo PXC50-E.D (All versions >= V2.3), Desigo PXC64-U (All versions >= V2.3), Desigo PXM20-E (All versions >= V2.3), Nucleus NET (All versions), Nucleus ReadyStart V3 (All versions < V2017.02.4), Nucleus ReadyStart V4 (All versions < V4.1.1), Nucleus Source Code (All versions), TALON TC Compact (BACnet) (All versions), TALON TC Modular (BACnet) (All versions). The total length of an ICMP payload (set in the IP header) is unchecked. This may lead to various side effects, including Information Leak and Denial-of-Service conditions, depending on the network buffer organization in memory. (FSMD-2021-0007)",siemens,"talon_tc_compact_firmware, apogee_modular_equiment_controller, nucleus_readystart_v3, talon_tc_modular_firmware, nucleus_source_code, apogee_modular_building_controller_firmware, nucleus_net, apogee_modular_building_controller, apogee_pxc_compact, talon_tc_modular, apogee_pxc_modular_firmware, apogee_pxc_modular, apogee_pxc_compact_firmware, apogee_modular_equiment_controller_firmware, capital_vstar, nucleus_readystart_v4, talon_tc_compact",CRITICAL,CWE-1284,ICMP,ICMP
CVE-2017-9185,CVE-2017-9185,"libautotrace.a in AutoTrace 0.31.1 has a ""cannot be represented in type int"" issue in input-bmp.c:319:7.",autotrace_project,autotrace,CRITICAL,CWE-190,None,none
CVE-1999-1563,CVE-1999-1563,Nachuatec D435 and D445 printer allows remote attackers to cause a denial of service via ICMP redirect storm.,nachuatec,"d435, d445",MEDIUM,NVD-CWE-Other,ICMP,ICMP
CVE-2021-34296,CVE-2021-34296,"A vulnerability has been identified in JT2Go (All versions < V13.2), Teamcenter Visualization (All versions < V13.2). The BMP_Loader.dll library in affected applications lacks proper validation of user-supplied data when parsing BMP files. This could result in an out of bounds read past the end of an allocated buffer. An attacker could leverage this vulnerability to execute code in the context of the current process. (ZDI-CAN-13057)",siemens,"teamcenter_visualization, jt2go",HIGH,CWE-125,None,none
CVE-2004-0790,CVE-2004-0790,"Multiple TCP/IP and ICMP implementations allow remote attackers to cause a denial of service (reset TCP connections) via spoofed ICMP error messages, aka the ""blind connection-reset attack.""  NOTE: CVE-2004-0790, CVE-2004-0791, and CVE-2004-1060 have been SPLIT based on different attacks; CVE-2005-0065, CVE-2005-0066, CVE-2005-0067, and CVE-2005-0068 are related identifiers that are SPLIT based on the underlying vulnerability.  While CVE normally SPLITs based on vulnerability, the attack-based identifiers exist due to the variety and number of affected implementations and solutions that address the attacks instead of the underlying vulnerabilities.","sun, microsoft","sunos, windows_2000, solaris, windows_me, windows_xp, windows_98, windows_2003_server, windows_98se",MEDIUM,NVD-CWE-Other,ICMP,ICMP
